"","주요증상","주소","질문제목","질문내용","답변내용"
"4360","열이+나","https://www.hidoc.co.kr/healthqna/view/C0000072345","여자친구때문에 상담드립니다","안녕하세요.. 제 여자친구때문에 상담을 드리게되었습니다.바로 얼마전에도 산부인과로 입원을 했어서 이쪽으로 상담드립니다.그럼 바로 여자친구에게 물어봐서 정리한 내용을 보여드릴게요 잘 좀 부탁드립니다...정말 여기저기 병원을 다녔지만 .. 추측과 처방후 경과를 보는것으로 계속 끝나고 있습니다. 아무튼 잘 부탁드리겠습니다...
-나이 만 26세, 여-4-5월부터 오른쪽 골반에 통증시작-이틀에 두세번 골반뼈 앞쪽에 통증
-9월 중순부터 오른쪽 골반은 매일 아프고 왼쪽 골반도 아프기 시작함, 오른쪽은 하루종일 통증이 왔다 안왔다 반복-피곤증가. 통증강도가 생활이 힘들정도로 심해짐-10월부터 배를 앞뒤로 흔들때 배가 흔들리는 느낌과 항문쪽에 압박이 생김(배 속이 흔들리며 항문을 미는 느낌)
-11월에 귀 한쪽에 열이 심하게 나며 얼굴에 열도 남-가장 마지막 성관계때(9월 중순) 성교통이 심했음

9월 23일일반 산부인과 진료,초음파난소에 3.5cm 정도의 혹이 있고 골반염 추정1주일치 약을 먹고 낫지 않으면 큰병원 응급실로 가서 CT를 찍어보라고 권함
1주일치 약 처방(아침,저녁에 먹음)바이브라 마이신-엔정100mg셀파제F정타이레놀이알서방정 650mg바리다제정 sk케미칼네오코날정 150mg(플루코나졸)
9월 28일3차병원 응급실가서 피검사 및 소변 검사 등을 했음, CT는 다음번으로 연기됨10월 13일다시 3차병원을 찾아갔을 때 진료를 해야 CT를 찍을 수 있다하여 예약 후 돌아감
10월 21일3차병원 산부인과 진료,초음파골반염일 수도 있지만 자궁내막증일 수도 있으므로 초음파를 해보자고 하심-일단CT는 안해도 될것 같다고 함
초음파결과: 일반병원에서 보였던 혹이 보이지 않음-일반병원에서 처방된 약으로 없어졌을 수도 있다고 하셨음자궁은 깨끗하고 자궁내막증도 아니라고함
골반염으로 추정되고 약 처방-2주(아침,저녁 먹음)후라시닐정바이브라마이신엔정 100mg에어탈정타가메트정 200mg
약을 1주 먹었을때는 배가 흔들리는 것이 호전 되었음2주 초반에 열이나기 시작(특히 귀쪽) 약을 다 먹고 다시 양쪽 골반이 아프고 배가 흔들리며 항문쪽 압통이 있어 병원에 갔고 입원하였음
11월 19,20,21,22입원배쪽 CT촬영-아무이상 없이 나옴아침 저녁 항생제 투여, 항생제 약도 아침, 저녁으로 먹음항생제는 예전에 혹이 발견되었기 때문에 맞는것이라고 하셨음
11월 22일 퇴원퇴원 후 배가 흔들리는 것은 나아짐, 골반에 통증이 많이 나아졌으나 양쪽 골반에 신경이 쓰이는 정도로통증이 아직 있음다시 나빠질까 우선 안정을 취하고 있음퇴원시 프로베라 정 10mg 이라는 약을 2주치 처방


질문
1. 일단 퇴원한 지금은 열도 나지 않고 통증이 예전보다는 나아졌습니다. 의사 선생님 말대로 예전에 보였던 배의 혹때문에 항생제를 맞은것이면 골반염이 아니라는 것인가요? 그럼 저는 쉬어서 나아진 것인가요?2. 골반은 계속 아픈데 의사선생님이 골반이 계속 아픈이유가 자궁내막증이나 호르몬 이상으로 그런걸 수도 있다고 해요. 호르몬 제라고 하시면서 프로베라 정 10mg 이라는 약을 2주치 처방 했습니다.약도 10mg인데 아침,점심,저녁, 3알씩 2주를 먹으라고 해서 고민입니다. 인터넷에 이약 10mg이면 하루에 한알에서 두알을 먹던데..많이 먹 으면 부작용이 있다고 들었습니다. 이약 이렇게 먹어도 되는 것인가요?-제가 초음파했을때 자궁내막증이 아니라고 했는데 약을 보니까 자궁내막증 치료에 쓰는약이기도한 데 호르몬 치료에도 쓰나요?이약을 먹어야 하나요? 먹으면 다 나을까요?먹어도 안나으면 직접 보는 방법밖에 없다는데 무섭네요,,","안녕하세요, 하이닥 산부인과 상담의 김해성 입니다. 1. 배의혹은 염증때문에 생긴건지 자연적인 혹인지는 불분명하지만 현재 없어진것이라면 문제가안됩니다. 2. 일반적으로 프롭베라를 4알까지도 먹을수 있습니다. 증상유무에따라 3알이 많은것은 아닙니다. 자궁내막증이심하면 4알까지도먹습니다. 자궁내막증은 초음파로 확진이안됩니다. 경우에따라 복강경검사도 필요합니다. 약을먹어도 좋아지지않으면 진단 복강경을 해야합니다. 골반염일가능성도 있으므로 성관게는 피하시기바랍니다.  감사합니다. "
"4361","열이+나","https://www.hidoc.co.kr/healthqna/view/C0000449568","상열감","목뒤쪽에서 열이 쭉타고 머리끝까지 올라옵니다. 그러면서 눈 충혈이 일어나구요 . 눈충혈은 나무뿌리마냥 쫙핏줄이 습니다 열이 내리면 다시 괜찮아지구요.  탈모끼도  있는거 같습니다.특히 공부나 게임 어떤것에 집중할때 자주 일어나는거 같아요 상열감이요 그리고 항상 좀 어지럽습니다 심한 어지러움은 아니고 기분 나쁜 어지러움 이라해야 할까요홍조나 이런건 몰르겟습니다 피부질환도 없구요 땀은 이마에 땀이 조금 매치고 온몸이 후끈해진다 해야할까요.. 1. 어떻게해야 치료할수 있을까요 개선방안이라도 알고싶습니다.2.원인이 무엇인지 궁금합니다.감사합니다","안녕하세요, 하이닥 신경과 상담의 이지훈 입니다. #1.  치료방안보다 원인파악이 더욱 중요한 상황입니다.  상기증상을 유발할 수 있는 질환들 중 감별진단에 따라서 치료가 전혀 달라지기 때문입니다.  그러기 위해선 증상의 빈도와 유병기간, 자세한 양상과 동반증상등에 대한 추가적인 문진이 필요합니다.  #2.  증상의 부위를 떠나 두부나 다른 신체부위의 발작적인 상열감 및 충혈증상은 순간적인 혈압 상승이나 교감신경항진과 같은 기저 원인으로 인할 가능성이 높습니다.  지속적이기 보다 발작적인 경우에는 몇몇 신체 기능에 대한 평가가 이루어 질 필요가 있는데 대표적인 것이 갑상선항진증, 갈색세포종과 같은 내분비내과적 질환입니다.  자율신경계 이상으로 인한 증상 혹은 발작적인 부정맥등 심장질환 또한 동반된 어지럼증을 고려하였을때 생각해 볼 수 있는 감별 진단입니다.  #3.  따라서 막연하게 개선방안부터 답을 찾으시기 보다는 정확한 감별진단을 받으시는 것이 우선입니다.  내분비 및 심장질환 가능성에 대한 진료는 내과, 자율신경계기능평가에 대하서는 신경과 진료가 도움이 될 것으로 생각됩니다.  따라서, 두 분과가 함께 진료가 가능한 상급 병원 진료를 추천드립니다.   제한된 정보로 보다 정확한 답변 드리지 못함을 양해바라며, 부디 도움이 되었길 바랍니다.  감사합니다. "
"4362","열이+나","https://www.hidoc.co.kr/healthqna/view/C0000414990"," 배가 부글부글하고 두통, 속울렁거림이 있었습니다 ","저번주 토요일에점심으로 초밥 저녁으로 배달음식을 먹었는데 일요일에 열이 38도로 올라서 해열제로 타이레놀을 낮3시 밤9시 총 두번 먹고 묽은설사가 나와서 다음날 병원가서 증상얘기하고 약을 이틀치처방받았습니다 복용후 열나는증상만 사라졌고 설사는 똑같았으며 어제 외출하고 들어온후에 조금씩열이올라서 약을복용했는데 배가 부글부글하고 두통, 속울렁거림이 있었습니다 더위를 먹었나싶어서 수박 조금 먹었더니 속이 편해졌구요월요일부터는 계속 죽만 먹었고 따뜻한물만 마셨습니다왜이런건가요? 증상도나아지는게없는것같고체온계로 잴때마다 37.2 37.3도로 나와요처방약이 잘못된것인지 궁금합니다","안녕하세요, 하이닥 소화기내과 상담의 현일식 입니다. 말씀 하신 내용으로 보아 전형적인 바이러스성 장염의 증상으로 생각되며, 처방약도 군더더기 없이 적절한 약으로 생각됩니다.  점점 호전되고 있으실 것으로 보입니다.  다만 위장관련 증상이 1주일 이상 지속되면 장염의 후유증인 '역류성식도염'이나 '감염후과민성장증후군'을 고려해야 합니다.  이러한 경우 가까운 내과에서 다시 진료를 보시기 바랍니다. "
"4363","열이+나","https://www.hidoc.co.kr/healthqna/view/C0000414990"," 배가 부글부글하고 두통, 속울렁거림이 있었습니다 ","저번주 토요일에점심으로 초밥 저녁으로 배달음식을 먹었는데 일요일에 열이 38도로 올라서 해열제로 타이레놀을 낮3시 밤9시 총 두번 먹고 묽은설사가 나와서 다음날 병원가서 증상얘기하고 약을 이틀치처방받았습니다 복용후 열나는증상만 사라졌고 설사는 똑같았으며 어제 외출하고 들어온후에 조금씩열이올라서 약을복용했는데 배가 부글부글하고 두통, 속울렁거림이 있었습니다 더위를 먹었나싶어서 수박 조금 먹었더니 속이 편해졌구요월요일부터는 계속 죽만 먹었고 따뜻한물만 마셨습니다왜이런건가요? 증상도나아지는게없는것같고체온계로 잴때마다 37.2 37.3도로 나와요처방약이 잘못된것인지 궁금합니다","안녕하세요, 하이닥 소화기내과 상담의 현일식 입니다. 말씀 하신 내용으로 보아 전형적인 바이러스성 장염의 증상으로 생각되며, 처방약도 군더더기 없이 적절한 약으로 생각됩니다.  점점 호전되고 있으실 것으로 보입니다.  다만 위장관련 증상이 1주일 이상 지속되면 장염의 후유증인 '역류성식도염'이나 '감염후과민성장증후군'을 고려해야 합니다.  이러한 경우 가까운 내과에서 다시 진료를 보시기 바랍니다. "
"4364","열이+나","https://www.hidoc.co.kr/healthqna/view/C0000376467","어떤 진료를 받아야 할까요?","45세 여성입니다특정음식(카레, 양념이 많은 음식, 기름진 음식, 신음식 등)을 먹으면 맥박이 빨라지고 복부가 빵빵하게 올라오며 복통이 있고 얼굴에 열이 올라옵니다. 어떤 음식은 심하면 맥박이 170-80이 나와서 순환기내과에서 처방받은 콩코드정과 안정제 및 가스제거제 를 복용합니다. 식사도중 혹은 식후 10여분내에 이런 증상이 있습니다.그리고 복통이 오면 어김없이 얼굴에 열이 올라옵니다. 심장검사(부정맥)는 정상인데 맥박만 좀 빠르다고 가슴두근거림이라는 진단을 받았고  복부초음파도 이상없다고 합니다.위와 같은 증상은 어떤 진료를 받아야 할까요?추신. 병원에서 진경제 부작용이 있다고 내시경할 때 주사를 안하고 한다는데 괜찮은지요?","안녕하세요, 하이닥 내과 상담의 김소연 입니다. 특정음식에 그런반응을 보인다는 것은 음식알레르기일수도 있겠습니다.  알레르기 내과 를 방문해서 음식에 알레르기 있는지 검사받아보시는게 좋겠습니다. 또한 내시경 검사를 시행해 보시는 것도 권유드립니다. 진경제 부작용이 있으시다면 꼭 내시경시 진경제 사용하지 않아도 상관 없겠습니다. "
"4365","열이+나","https://www.hidoc.co.kr/healthqna/view/C0000376467","어떤 진료를 받아야 할까요?","45세 여성입니다특정음식(카레, 양념이 많은 음식, 기름진 음식, 신음식 등)을 먹으면 맥박이 빨라지고 복부가 빵빵하게 올라오며 복통이 있고 얼굴에 열이 올라옵니다. 어떤 음식은 심하면 맥박이 170-80이 나와서 순환기내과에서 처방받은 콩코드정과 안정제 및 가스제거제 를 복용합니다. 식사도중 혹은 식후 10여분내에 이런 증상이 있습니다.그리고 복통이 오면 어김없이 얼굴에 열이 올라옵니다. 심장검사(부정맥)는 정상인데 맥박만 좀 빠르다고 가슴두근거림이라는 진단을 받았고  복부초음파도 이상없다고 합니다.위와 같은 증상은 어떤 진료를 받아야 할까요?추신. 병원에서 진경제 부작용이 있다고 내시경할 때 주사를 안하고 한다는데 괜찮은지요?","안녕하세요, 하이닥 내과 상담의 김소연 입니다. 특정음식에 그런반응을 보인다는 것은 음식알레르기일수도 있겠습니다.  알레르기 내과 를 방문해서 음식에 알레르기 있는지 검사받아보시는게 좋겠습니다. 또한 내시경 검사를 시행해 보시는 것도 권유드립니다. 진경제 부작용이 있으시다면 꼭 내시경시 진경제 사용하지 않아도 상관 없겠습니다. "
"4366","열이+나","https://www.hidoc.co.kr/healthqna/view/C0000240616","19개월아기 11kg 84cm몇일전 장염이다치료되자  ...","19개월아기 11kg 84cm몇일전 장염이다치료되자 열이 40도를왔다갔다햇어요그러고열이내려가니 후두염을얻었네요...아픈내내 밥도잘안먹고살이쏙빠졋네요 약을주면 버리는게 반..5ml 중1ml 정도먹는거같아요 다흐르고죽도먹질않네요이럴때 약을또 타서줘야할까요.?가루약이랑 희석하는건데..그리구 후두염엔뭐가좋구어떻게관리해야할까요?목이다쉬어서 잘때도 쇠소리나요..기침도너무하다보니 구역질까지하고..이렇게아플때억지로 먹이는게 더해가될까요. ..?","안녕하세요, 하이닥 소아청소년과 상담의 서정호 입니다. 약을 잘 먹이는 것이 최선의 방법입니다. 약도 안 먹고, 먹는 것도 없다면 탈수 증상도 생겨서 입원 치료가 필요할 수도 있습니다.  일단 입에 들어간 것이라면 다시 먹이지 않는 것이 좋습니다.  증상이 지속적이라면 병원에서 호흡기 치료나 주사라도 맞는 것이 필요하니, 다시 소아과에서 진료를 보시기 바랍니다. 감사합니다. "
"4367","열이+나","https://www.hidoc.co.kr/healthqna/view/C0000091997","수족구","32개월 남아 이틀전밤 열이 나는듯 안나는듯(열이있는싶어 재보면 37도아래)하더니어제오후 혹시몰라 들렀던 소아과에서입안에 3군데. 왼쪽손바닥에 5ㅡ6군데 정도수족구증상을 발견했습니다.집에 6개월짜리 동생이있어 떨어져있는데어머님 말씀으론.. 그붉은색 좁쌀여드름같은것들이 없어졌다하시고..열도 하나도 안나고 밥잘먹고 잘잤다하더라고요..수족구가아닌건지..아님 이렇게 금방낫는 경우도 있는건지요?*참고. 피부접촉했던 행동중에는3일전 달팽이 만지기2일전 상추심기","안녕하세요.  하이닥 소아청소년과 상담의 서정호 입니다. 접촉에 의한 피부염일 수도 있습니다. 그러나 소아과에서 진료를 보신 것이라면 수족구병이 맞을 것으로 판단합니다. 손바닥에 직접 자극성 물질에 접촉한 것이 아니라면, 손바닥에 발진이 생기는 질환은 수족구 이외에는 드물다고 할 수 있습니다. 감사합니다. "
"4368","열이+나","https://www.hidoc.co.kr/healthqna/view/C0000085020","제가 얼굴이 울긋불긋 합니다.","제가 올겨울부터 얼굴이좀 이상해졌어요제가 좀 하얀편이거든요ㅠ근대 자꾸 얼굴이 사진처럼 빨갛게 일어나요특히 광대뼈부근이 꼭 그래요가끔은 따갑기도하고지난번엔 막 보습을 충분히해주는데도 다 트고 벗겨지고 그러더라구요가렵지도 않고 그냥 빨게요 하루종일 염증?비슷하게..피부과가서 상담받아봤는데도 저희동내 피부과 원장님은 그냥 대충보고 말고 인터넷 검색해보다보니까, 한의원가보면 잘듣는대서 한의원갔었는데 그땐 또 금새 좋아지더라구요..얼굴이 좀 뜨거워요 열이 느껴질정도로 제가 손발이 굉장히 따듯하거든요..얼굴로 열이좀 올라오는것 같은 느낌을 받아요이게 왜그런건가요 ㅠㅠ","안녕하세요? 하이닥 피부과 상담의배지영 입니다.  보내주신 사진만으로는 정확히 말씀드리기 힘들지만,가장 가능성이 있는 진단으로는 자극성이나 알레르기성 접촉 피부염이 의심됩니다.  가까운 피부과를 방문하셔서 항히스타민제 등을 복용하면서 충분히 정상으로 돌아올때까지 치료하시기를 권해드립니다.  치료를 일찍 중단하거나, 원인이 지속되는 경우에 피부염이 오래 만성화 될 수 있습니다. "
"4369","열이+나","https://www.hidoc.co.kr/healthqna/view/C0000076865","발열을 동반한 피부질환","사진처럼 등과 둔부쪽을 비롯하여 팔, 다리 등 전신에서 붉게 일반점들이 일어나고 열이 동반된 상태입니다 금년 1월초에 가려움과 함께 증상이 나타난 후 대학병원에 가서 지속적으로 주사와 약을 복용하며 치료하였으나 일시적으로 약간 나아지는 것 외엔 호전되는 게 없어 어제 한의원에서 뜸과 침, 부황치료를 하셨는데 현재 사진이외에도 양팔이 붓고 발진이 심해졌으며 열이 엄청나게 오르고 있습니다.얼음찜질을 하고 계신데 계속 한의원을 다녀야 되는지 아님 양약치료만 해야하는지 다른 치료방법이 있는지 알려주시면 감사하겠습니다. 급합니다","안녕하세요.  하이닥 피부과 상담의 신재빈입니다. 질문자님이 첨부해주신 사진은 보이지가 않는 상태입니다. 사진으로도 충분치 않을 가능성이 높지만,그래도 피부병변의 모습을 보지 않고 의심되는 질환을 말씀드리기는 힘듭니다. 다만, 전신에 고열이 있는 경우라면, 피부과나 내과의 진료를 고려하시는 것이 좋겠으며,당장의 진료가 어려운 경우라면,응급실 진료도 고려해야 하겠습니다. 고열은 생체징후에 해당하므로 응급한 상태라고 생각할 수 있습니다. 답변이 도움이 되셨길 빕니다. 감사합니다. "
"4370","열이+나","https://www.hidoc.co.kr/healthqna/view/C0000066263","급성요관결석으로 응급실에 다녀왔습니다","- 상담내용 : 새벽에 옆구리에 극심한 통증으로 연대세브란스응급실에서 검사를 받았습니다. 결과는 급성요관결석인데소변검사를 위해 소변을 볼때 돌이 빠져나간거 같다고 의사선생님께서 말하시더군요 . 그리고 약처방 (케토라신정 , 스티렌정)을 처방 받고 퇴원했습니다. 퇴원할때 두통이 있었고 , 열이 아주 조금 있었습니다.퇴원을 오전 10시정도에 했고 , 볼일이 있어 외출을 했다가 4시경에 집에 들어갔는데 몸에 열이 나고 두통이 심해졌으며 , 약간의 어지러움이느껴 집니다 . 또 옆구리의 약간의 통증이 느껴집니다 .ct 사진 과 x-ray 이미지 첨부합니다","안녕하세요.  하이닥 비뇨기과 상담의 변상권입니다. 말씀만으로는 정확한 답변을 드리기 어려우나 혹시라도 신우신염이 동반되어 있을 수도 있으니 다시 병원에 가셔서 진료를 받아보시는 것이 좋을 것 같네요.  사진상에는 결석은 보이지 않는 것 같습니다. 감사합니다. "
"4390","열이+나","https://www.hidoc.co.kr/healthqna/view/C0000435172","횡문근융해증 입원치료 후 혈압매우매우상승, 후두부 신경통","1일차2년정도 운동을 못하다가 어제 특정동아리에서 루틴하게하는 과격한 운동을 갑작스럽게 하게되었는데, 운동당시에는 머리에 피가 안통하는지 눈이 아득해지고 귀가 먹먹해지고 기립성저혈압증상처럼 나타낫다가 좀 누워서 쉬었다가 다시일어나도 또 그래서 몇번더 쉬고난 뒤 씻고 저녘을 먹었습니다. 그러고 나서 갑자기 머리에 열이나고 어지러움증이 느껴지고 트럼이 나오고 메쓰껍다가 결국 양치중 토를 하였습니다. 자기전까지 심각하진 않지만 찝찝하게 어지러웠습니다.2일차자고일어나서도 개운하지 않고 계속 메스껍고 무기력해서 병원을 찾아보니, 여기저기 청진기로 짚어보시고 다행히 별게 없었는지 큰 문제는 없다고 해주셨습니다. 그리고 메스꺼운걸 대비해서 위장 관련된 약들을 처방해주셧습니다. 그렇게 점심때는 잠깐 괜찮았다가 저녘무렵에 또 아파오기 시작해서 머리와 얼굴은 뜨거워지고 손발은 차가워졌습니다. 그리고 잠을 청해도 잠에 들면 30초 내에 헉! 하면서 꺠어나고 자고를 반복하다가 지쳐 잠들었습니다.3일차대체로 괜찮다가 저녘쯤 또 혈액순환이안되는지 머리는뜨겁고 손발은 차웠습니다. 그러다가 밥을먹고 좀 괜찮아졌는데 자기전에 양치를 하다 토를했는데 피가 점액에 조금 섞여나왔습니다. 빨간색이여서 금방 나온 피같았습니다.4일차아침에 일어나서 배가 또 가스가 차고 메스꺼웠습니다. 밥을 먹으니 대체로 괜찮아진 경험을 기반으로 안먹던 아침을 빵과 우유로 먹고 괜찮은것 같아 비타민도 음료를 통해 섭취하였습니다. 그러고 점심 근처가 되어서 또 열이나네요, 그런데 제일 이상한것은 음식냄새들이 역하다는 것입니다. 평소에는 그리 음식냄새나 맛에 민감하지않게 무엇이든 잘 먹는편인데, 마치 임산부가 입덧하듯이 밥냄새가 역하고 반찬냄새가 역해서 밥을 못먹겠어서 과일만 먹고 말았습니다.5일차이후에 9월 12일 했던 혈액검사 결과가 14일에 나왔습니다.크레아틴 수치 6점대 BUN 36점이 나와 동네 병원에서 아침일찍 큰 대학병원을 가보라고 연락이왔습니다. 그렇게 해운대 백병원을 와서 또 혈액검사를 해보니 크레아틴 수치 7점대 BUN40 점대로 상승하였습니다.그리고 초음파를찍어보니 신장이 좀 탁해졌다고 하시고 팽창이 조금 되있다고 하시더라구요...그리고나서 7일까지 계속해서 BUN/크레아티닌수치가 감소해서 9월 18일 35.2/4.65, 9월 19일 29.6/3.61, 9월 20일에 25/2.91로 뚝뚝 떨어져서 아직 정상수치는아니지만 의사선생님꼐서 정상적으로 빨리 떨어지는걸 보니 만성적이거나 신장의 문제는 아닌거 같고 곧 회복할 수 있을 것으로 예상된다고 퇴원을 시켜주셨습니다.그런데 20일부터 한가지 더 걸리는게 있는데, 20일에 혈압쟀을시(원래는 140/100 130/90왓다갓다 했던거 같습니다.) 170/110, 150/100이 나왔는데 다행히 머리가아프거나하는 증상은 없어서 혈압이 비이상적으로 높지만 넘어갔었는데, 오늘 퇴원후 지하철과 버스를 3시간정도 탔는데 3시간내도록 후두부신경이 너무 지끈거리더라고요 이걸 떙긴다고 해야하나요... 묘사를 하자면 목과 뒷목이 이어지는 곳에 심장박동이있을때마다 혈관인지 신경인지 욱신하면서 머리방향으로 통증이 전달되었습니다. 나중에 심할떄는 너무 아파서 정신도 혼미하고 눈도 풀리고 위로 전해지는 통증에 앉아있다가 다리도 들썩들썩할 정도였어서 걱정이됩니다.... 그런데 또 학교와서 혈압을 제보니 166/80이 나오네요아버지가 고혈압이시긴 한데, 지금 고혈압에 대한 치료가 필요한가요? 그리고 진료가필요하다면 어느과에 내원을 해야할까요?","안녕하세요, 하이닥 내과 상담의 김소연 입니다. 신장기능이 나빠지면 혈압도 같이 올라갈수 있습니다.  물론 회복후에도 지속적으로 혈압이 높다면 혈압약을 먹어야할수 있습니다.  하지만 현재는 급성 신부전이 호전경과중으로 바로 혈압약을 복용하기 보다는 조금더 경과관찰 할수도 있겠습니다. 두통이 지속되고 혈압이 높다면 다시 병원에 가셔서 선생님과 상담해볼수 있겠습니다. 일시적으로 혈압이 높아서 머리가 아플정도라면 혈압이 좋아질때까지 혈압약을 처방해서 복용할수 있겠습니다. 감사합니다. "
"4404","열이+나","https://www.hidoc.co.kr/healthqna/view/C0000339365","편도염이 빈번히 재발합니다.","고열과 몸살을 동반하지 않는 편도염이 빈번히 재발합니다그리고 여드름, 구내염, 다래끼가 자주납니다항생제와 소염제가 근본적인 치료가 되지않아예방과 관리에 대해서 질문하고 싶습니다직업은 수험생이고특별한 질환은 없습니다수면 대변 다 잘됩니다.운동도 규칙적으로 합니다.체질은 한의원에서 소양인체질로 판명받았습니다.(최근 진료받은 한의원에서는 몸에 열이 많아서 오히려 수분섭취를 줄여야 염증이 확산이 안되며,음식으로 최대한 열을 관리해야 한다고 하는데 근거가 있는지도 궁굼합니다.)","안녕하세요, 하이닥 한방과 상담의 지은혜 입니다. 현재 편도염을 비롯한 구내염, 다래끼, 여드름 등 몸의 상부에서 염증이 빈번하게 발생하고 있는 상태로 보입니다.  이러한 염증을 한의학에서는 '열증'으로 보고 치료합니다. 이러한 열이 발생되는 기전은 사람마다, 그리고 생활환경마다 다양하게 일어날 수 있습니다.  진료받은 한의원에서는 질문자분 생활 중 음식에 그 원인이 있다고 판단한 것 같습니다. 소양인의 경우 상부로 열이 뜨기 쉬운 체질이고, 음식 중에서는 튀김류나 육류가 인체 내에서 열, 염증을 유발하기 쉬우므로 예방 및 관리 차원에서 식사조절을 해주는 것이 도움이 됩니다. 답변이 도움이 되었길 바랍니다. "
"4405","열이+나","https://www.hidoc.co.kr/healthqna/view/C0000325976","20세 여자 이고 159/50 입니다. 몇일전부터 감기 ...","20세 여자 이고 159/50 입니다. 몇일전부터 감기때문에 열이 있었는데 독감은 아닌걸로나왔습니다 지금은 열도 다 내리고 콧물과 기침이 심해져서 어제 병원에가 약을 받아와서 먹고 잤습니다 콧물색은 녹색인데요 어제 밤에 거울보닌깐 오른쪽 눈 흰자가 좀많이 빨개졌더라구요 근데 오늘 일어나서보닌깐 오른쪽눈알이 새빨갛게 변해있습니다. 눈에서 눈꼽대신 그녹색콧물나온게 보였구요 다시병원에가야하나요? 병원가면 어디로 가야하죠..? 아니면 시간지나면 괜찮아 지는건가요?","안녕하세요, 하이닥 호흡기내과 상담의 남귀현 입니다.  혈압이 좀 이상하네요. . .  다시 측정해 보시길 권해 드립니다.  맥박수도 적어 주세요.  감기는 아니고 비염과 동반된 급성 부비동염으로 생각됩니다.  녹색 콧물은 감염된 세균이 만만한 놈이 아닐 가능성이 높아 보이게 합니다.  알레르기치료와 항생제 치료가 필요합니다.  비염과 장염, 결막염은 하나의 병으로 동시에 나빠지지만 환자분들은 대개 한 기간에는 하나의 증상만 호소합니다.  눈에도 이차 감염이 일어난 것으로 보이며 안과에 따로 가보셔야 할 것 같습니다.  알레르기내과나 호흡기내과 잘 보시는 분을 찾아보시고요, 우리나라 사람들은 어릴 적부터 비염을 감기라고 배우면서 컸기 때문에 의사들도 대부분 비염과 감기를 혼동하는 경우가 많습니다.  감사합니다. "
"4406","열이+나","https://www.hidoc.co.kr/healthqna/view/C0000185757","비염 때문에 목이 아플수도 있나요?","겨울이도서 일교차가심해서인지 2주전부터 목이아프기시작하더니 코도좀막혔어요 감기가걸려서 열이조금나길래 근처병원서 독감검사를했는데 단순감기였고요. 날려그러던참에 또 목이 칼칼하고 아프더니 코도좀막히고 특히 콧속이 너무건조해요. 열은없고요. 어렸을때 이비인후과에서 비염이 심하다했었거든요. 부모님 둘다 비염이심하시고요. 비염때문에 목이 아플수도있나요? 아님 찬바람때문에 감기기운이도는건가요?","안녕하세요, 하이닥 이비인후과 상담의 성상엽 입니다. 비염이 있으면 코점막이 부어 코호흡이 원활하지 않을 수 있습니다.  특히 건조한데다가 공기가 찬 겨울, 그중에서도 밤에서 새벽 넘어갈 때 심한데, 이때 비염이 있으면 자는 동안 구호흡이 많아지고 건조하고 찬공기가 목안에 염증을 일으키게 되어 단순 건조감이나 목통증부터 심하면 목감기나 인후염이 생길 수 있습니다. 감사합니다. "
"4407","열이+나","https://www.hidoc.co.kr/healthqna/view/C0000185757","비염 때문에 목이 아플수도 있나요?","겨울이도서 일교차가심해서인지 2주전부터 목이아프기시작하더니 코도좀막혔어요 감기가걸려서 열이조금나길래 근처병원서 독감검사를했는데 단순감기였고요. 날려그러던참에 또 목이 칼칼하고 아프더니 코도좀막히고 특히 콧속이 너무건조해요. 열은없고요. 어렸을때 이비인후과에서 비염이 심하다했었거든요. 부모님 둘다 비염이심하시고요. 비염때문에 목이 아플수도있나요? 아님 찬바람때문에 감기기운이도는건가요?","안녕하세요, 하이닥 이비인후과 상담의 성상엽 입니다. 비염이 있으면 코점막이 부어 코호흡이 원활하지 않을 수 있습니다.  특히 건조한데다가 공기가 찬 겨울, 그중에서도 밤에서 새벽 넘어갈 때 심한데, 이때 비염이 있으면 자는 동안 구호흡이 많아지고 건조하고 찬공기가 목안에 염증을 일으키게 되어 단순 건조감이나 목통증부터 심하면 목감기나 인후염이 생길 수 있습니다. 감사합니다. "
"4408","열이+나","https://www.hidoc.co.kr/healthqna/view/C0000070797","두드러기","- 상담내용 : 저는 40대주부입니다
어느날 부터 온몸에 두드러기가 심하게 나고 있습니다
발바닥 까지.. 열이 뭉처 잇으면서
특히 접히는 부분이 더욱 심하고 
긁그면 오돌오돌, 퍼져 가면서 열과 동반 하고 잇습니다
때론 심하면 온몸에 손바닥 만하게 퍼져서 가려워 잠을 이룰수가 없을정도로 
알러지 치료제를 떨치면 안델정도 입니다..
이런것을 검사로서 알수 있을까요??
그리고 고칠수 잇나요
선생님 수고하세요","안녕하세요.  하이닥 알레르기내과 상담의 정윤석입니다. 지속적인 두드러기로 고생이 많으시네요.  두드러기의 원인은 다양하며 지속 기간에 따라 급성과 만성을 나눕니다.  급성의 경우는 원인을 찾을 수 있는 경우가 많지만 만성의 경우는 원인을 찾지 못하는 경우가 더 많으며, 어느 한가지 원인보다 여러가지 원인이 복합적으로 작용하는 경우가 많습니다.  또한 처음 시작은 어떤 원인으로 발생할 수 있지만 그 이후에는 피부의 과민성으로 외부적 요인 없이 반복되는 경우도 있습니다.  가까운 알레르기 내과를 방문하셔서 검사 및 상담 받으시기 권유합니다.  정확한 진단후 치료 가능 유무를 상담하시는 것이 좋겠습니다.  감사합니다. "
